Isolate,MorphotypeNo,Date_Subculture,Site,Species,Trt,Date_Original,DescriptionTop,DescriptionBottom,Notes,Subcultured,Clustered_morphotype,Archived,New_Notes,DNA,Extraction.plate.NOT.GENEWIZ.PLATES,To_do,Status,Updated_morph,X,OTU,Newest_morph
127,53,,WM-2,FETH-2,Warming,12-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
128,53,,WM-2,FETH-2,Warming,12-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
129,53,18-Jul-17,WM-2,FETH-2,Warming,12-Jul-17,opaque,,,Yes,42,Archived,,DNA failed,,,,,,NA,Extract
240,85,,WM-9,ACLE-2,Control,14-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
237,85,20-Jul-17,WM-9,ACLE-2,Control,14-Jul-17,opaque greyish,,,Yes,42,Archived,,DNA Failed,,,,,,NA,Extract
238,85,,WM-9,ACLE-2,Control,14-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
239,85,,WM-9,ACLE-2,Control,14-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
241,85,,WM-9,ACLE-2,Control,14-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
347,123,20-Jul-17,WM-7,FETH-1,Control,14-Jul-17,opaque,,,Yes,42,Archived,,DNA Failed,,find_4,,,,NA,
630,123,,WM-7,FETH-1,Control,,,,,No,42,NA,,NA,,,,,Shipped in Plate 4,NA,
635,123,,WM-7,FETH-1,Control,,,,,No,42,NA,,NA,,,,,,NA,
636,123,,WM-7,FETH-1,Control,,,,,No,42,NA,,NA,,,,,,NA,
1248,123,,WM-10,POPR-5,Warming,,,,,No,42,NA,,NA,,,,,,NA,
360,130,,WM-8,FETH-6,Warming,14-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
361,130,,WM-8,FETH-6,Warming,14-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
1398,171,,WM-3,FETH-5,Control,,,,,No,42,NA,,NA,,,,,,NA,
1399,171,,WM-3,FETH-5,Control,,,,,No,42,NA,,NA,,,,,,NA,
431,171,21-Jul-17,WM-3,FETH-5,Control,17-Jul-17,opaque,,,Yes,42,Archived,,NA,,find_2,,,,NA,
1160,171,,WM-10,FETH-1,Warming,,,,,No,42,NA,,NA,,,,,,NA,
1400,171,,WM-3,FETH-5,Control,,,,,No,42,NA,,NA,,,,,Missing,NA,
434,174,21-Jul-17,WM-4,FETH-4,Warming,17-Jul-17,opaque,,,Yes,42,Archived,,NA,,find_3,,,,NA,Extract
435,174,,WM-4,FETH-4,Warming,17-Jul-17,,,,No,42,NA,,NA,,,,,,NA,
465,191,,TR-L,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,Shipped in Plate 4,NA,
460,191,22-Jul-17,TR-L,ELTR,ELEV,17-Jul-17,"clear, opaque gray",,,Yes,42,Archived,,NA,,,,,,NA,
461,191,,TR-L,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
462,191,,TR-L,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
463,191,,TR-L,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
466,191,,TR-L,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
464,191,,TR-L,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,Retry Jan 22nd,NA,
485,202,22-Jul-17,TR-L,ACNE,ELEV,17-Jul-17,"opaque, white",,,Yes,42,Archived,,NA,,,,,,NA,Extract
1088,202,,TR-L,ACNE,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
1089,202,,TR-L,ACNE,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
1261,202,,WM-2,POPR-3,Warming,,,,,No,42,NA,,NA,,,,,,NA,
1090,202,,TR-L,ACNE,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
821,318,28-Jul-17,ER-L,ACNE,ELEV,,"reddish, black center",,,Yes,42,Find,,DNA Failed,retryjan22,,send,,,NA,
1036,318,,WM-3,POPR-3,Control,,,,,No,42,NA,,NA,,,,,,NA,
890,388,,ER-H,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
891,388,,ER-H,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
892,388,,ER-H,ELTR,ELEV,,,,,No,42,NA,,NA,,,,,,NA,
990,388,28-Jul-17,WM-9,ACLE-2,Control,,"dark gray, fuzzy",,,Yes,42,Archived,,NA,,find_3,,,,NA,Extract
992,388,,WM-9,ACLE-2,Control,,,,,No,42,NA,,NA,,,,,,NA,
991,389,28-Jul-17,WM-9,ACLE-2,Control,,"yellow, irregular shape",,,Yes,42,Archived,,DNA failed,,find_3,PCR,,,NA,
1508,573,,WM-2,ACLE-2,Warming,,,,,No,42,NA,,NA,,,,,Shipped in Plate 4,NA,
1507,573,2-Aug-17,WM-2,ACLE-2,Warming,,"White gree, small dots",,,Yes,42,Archived,,NA,,,,,,NA,
1509,573,,WM-2,ACLE-2,Warming,,,,,No,42,NA,,NA,,,,,,NA,
1516,575,2-Aug-17,WM-5,FETH-1,Control,,White/green dots.,,Need new morphotype number,Yes,42,Archived,says sampled but cannot find,NA,,,,220,Shipped in Plate 4,NA,
51,30,18-Jul-17,WG-L,ACNE,ELEV,11-Jul-17,"opaque, gray tinge","opaque, gray tinge",,Yes,43,Archived,,Sequenced,,,Done,43,,66,66
81,40,18-Jul-17,ER-L,ACLE,ELEV,12-Jul-17,black/green,,,Yes,43,Archived,,Sequenced,,,Done,43,,66,66
50,30,,WG-L,ACNE,ELEV,11-Jul-17,,,,No,43,NA,,NA,,,Done,43,,NA,66
1212,30,,WG-L,ACNE,ELEV,,,,,No,43,NA,,NA,,,Done,43,,NA,66
1213,30,,WG-L,ACNE,ELEV,,,,,No,43,NA,,NA,,,Done,43,,NA,66
1214,30,,WG-L,ACNE,ELEV,,,,,No,43,NA,,NA,,,Done,43,,NA,66
1417,30,,WM-5,POPR-2,Control,,,,,No,43,NA,,NA,,,Done,43,,NA,66
1418,30,,WM-5,POPR-2,Control,,,,,No,43,NA,,NA,,,Done,43,,NA,66
1419,30,,WM-2,ACLE-2,Warming,,,,,No,43,NA,,NA,,,Done,43,,NA,66
80,40,,ER-L,ACLE,ELEV,12-Jul-17,,,,No,43,NA,,NA,,,Done,43,,NA,66
561,40,,ER-L,ACLE,ELEV,,,,,No,43,NA,,NA,,,Done,43,,NA,66
1176,40,,WG-L,ELTR,ELEV,,,,,No,43,NA,,NA,,,Done,43,,NA,66
375,138,20-Jul-17,WM-8,ACLE-6,Warming,14-Jul-17,"opaque, black",,,Yes,43,Archived,,NA,,,Done,43,,NA,66
596,138,,WM-8,ACLE-6,Warming,,,,,No,43,NA,,NA,,,Done,43,,NA,66
599,138,,WM-8,ACLE-6,Warming,,,,,No,43,NA,,NA,,,Done,43,,NA,66
457,188,21-Jul-17,WG-H,POPR,ELEV,11-Jul-17,brown,,,Yes,43,Archived,,NA,,,Done,43,"Retry Jan 9th, also in retry Jan 22",NA,66
414,162,21-Jul-17,WG-L,ELTR,ELEV,11-Jul-17,"pink, opaque center",,,Yes,44,Find,,Sequenced,,,,271,,92,92
444,179,21-Jul-17,WM-4,POPR-6,Warming,17-Jul-17,"opaque, clear&webby",,,Yes,44,Find,,NA,,Find,,216,,NA,Extract
430,170,21-Jul-17,WM-4,ACLE-3,Warming,17-Jul-17,opaque,,,Yes,45,Archived,,Sequenced,5,find_3,Done,45,,49,49
563,240,26-Jul-17,ER-L,ACLE,ELEV,,"Yellow, white slimey",,,Yes,45,NA,,Sequenced,5,find_2,Done,45,,49,49
82,41,18-Jul-17,ER-L,ACLE,ELEV,12-Jul-17,opaque,,,Yes,45,Archived,,DNA extracted,,,Done,45,,NA,49
83,41,,ER-L,ACNE,ELEV,12-Jul-17,,,,No,45,NA,,NA,,,Done,45,,NA,49
167,67,19-Jul-17,WM-2,POPR-2,Warming,13-Jul-17,pink,,,Yes,45,Archived,,NA,,,Done,45,,NA,49
1014,67,,WM-7,ACLE-1,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1015,67,,WM-7,ACLE-1,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1016,67,,WM-7,ACLE-1,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1017,67,,WM-7,ACLE-1,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1610,134,,WM-7,ACLE-2,Control,,,,,No,45,NA,,NA,,,Done,45,Retry Jan 22nd,NA,49
365,134,20-Jul-17,WM-7,ACLE-2,Control,14-Jul-17,"opaque, pink",,,Yes,45,Archived,,NA,,,Done,45,,NA,49
366,134,,WM-7,ACLE-2,Control,14-Jul-17,,,,No,45,NA,,NA,,,Done,45,,NA,49
367,134,,WM-7,ACLE-2,Control,14-Jul-17,,,,No,45,NA,,NA,,,Done,45,,NA,49
1607,134,,WM-7,ACLE-2,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1608,134,,WM-7,ACLE-2,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1609,134,,WM-7,ACLE-2,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
424,167,21-Jul-17,WM-4,ACLE-1,Warming,17-Jul-17,"opaque, stringy",,,Yes,45,Archived,,PCR,4,find_3,Done,45,,NA,49
425,167,,WM-4,ACLE-1,Warming,17-Jul-17,,,,No,45,NA,,NA,,,Done,45,,NA,49
426,167,,WM-4,ACLE-1,Warming,17-Jul-17,,,,No,45,NA,,NA,,,Done,45,extracted jan26,NA,49
1445,170,,WM-4,ACLE-1,Warming,,,,,No,45,NA,,NA,,,Done,45,,NA,49
565,240,,ER-L,ACLE,ELEV,,,,,No,45,NA,,NA,,,Done,45,Retry Jan 9th,NA,49
564,240,,ER-L,ACLE,ELEV,,,,,No,45,NA,,NA,,,Done,45,,NA,49
566,240,,ER-L,ACLE,ELEV,,,,,No,45,NA,,PCR,3,,Done,45,,NA,49
567,240,,ER-L,ACLE,ELEV,,,,,No,45,NA,,NA,,,Done,45,,NA,49
568,240,,ER-L,ACLE,ELEV,,,,,No,45,Archived,,NA,,,Done,45,,NA,49
661,278,,WM-10,ACLE-3,Warming,,,,,No,45,NA,,NA,,,Done,45,,NA,49
666,278,,WM-10,ACLE-3,Warming,,,,,No,45,NA,,NA,,,Done,45,Shipped in Plate 4,NA,49
663,278,,WM-10,ACLE-3,Warming,,,,,No,45,NA,,NA,,,Done,45,Shipped in Plate 4,NA,49
659,278,26-Jul-17,WM-10,ACLE-3,Warming,,,,,Yes,45,Archived,,NA,,,Done,45,,NA,49
660,278,,WM-10,ACLE-3,Warming,,,,,No,45,NA,,NA,,,Done,45,,NA,49
662,278,,WM-10,ACLE-3,Warming,,,,,No,45,NA,,NA,,,Done,45,,NA,49
664,278,,WM-10,ACLE-3,Warming,,,,,No,45,NA,,NA,,,Done,45,,NA,49
859,335,28-Jul-17,WM-1,ACLE-2,Control,,Pink fuzzy,,,Yes,45,Archived,,NA,,,Done,45,,NA,49
860,335,,WM-1,ACLE-2,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
975,383,28-Jul-17,WM-9,POPR-2,Control,,white,,,Yes,45,Archived,,NA,,,Done,45,,NA,49
1043,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1044,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1047,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1048,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1049,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1050,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1051,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1058,495,29-Jul-17,WG-H,TRSP,ELEV,,"Yellow center, opaque bamd around it",,needs new number,Yes,45,Archived,,NA,,,Done,45,PCR failed before,NA,49
1046,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1045,495,,WM-3,POPR-6,Control,,,,,No,45,NA,,NA,,,Done,45,,NA,49
1062,497,29-Jul-17,WG-H,TRSP,ELEV,,"yellow center, opaque edge. gradient",,,Yes,45,Archived,,NA,,,Done,45,,NA,49
1063,497,,WG-H,TRSP,ELEV,,,,,No,45,NA,,NA,,,Done,45,,NA,49
856,332,28-Jul-17,ER-L,ELTR,ELEV,,yellow circles,,,Yes,45,Find,,ITS doesn't match but CTB read is 100% match with 563,,,Done,45,,85,85
54,31,18-Jul-17,ER-H,FESA,ELEV,13-Jul-17,opaque,"stringy, opaque",,Yes,46,Archived,,Sequenced,,,Done,46,Shipped in Plate 4,59,59
272,99,20-Jul-17,WM-9,FETH-1,Control,14-Jul-17,"opaque, creamy grey",,,Yes,46,Archived,ITS1-FL in SP Plate 2,Sequenced,,,Done,46,,59,59
52,31,,ER-H,FESA,ELEV,13-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
53,31,,ER-H,FESA,ELEV,13-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
1209,31,,TR-L,ACLE,ELEV,,,,,No,46,NA,,NA,,,Done,46,Shipped in Plate 4,NA,59
155,64,,WM-1,POPR-3,Control,13-Jul-17,,,,No,46,NA,,NA,,,Done,46,Missing,NA,59
156,64,,WM-1,POPR-3,Control,13-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
886,64,,WM-1,POPR-3,Control,,,,,No,46,NA,,NA,,,Done,46,,NA,59
154,64,19-Jul-17,WM-1,POPR-3,Control,13-Jul-17,yellowish tint,,,Yes,46,Archived,,NA,,,Done,46,,NA,59
259,93,,WM-9,FETH-2,Control,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
258,93,,WM-9,FETH-2,Control,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
255,93,20-Jul-17,WM-9,FETH-2,Control,14-Jul-17,white opaque,,,Yes,46,Archived,,NA,,,Done,46,,NA,59
257,93,,WM-9,FETH-2,Control,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
256,93,,WM-9,FETH-2,Control,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
304,111,,WM-10,ACLE-7,Warming,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
301,111,,WM-10,ACLE-7,Warming,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
300,111,20-Jul-17,WM-10,ACLE-7,Warming,14-Jul-17,black center,,,Yes,46,Archived,,NA,,,Done,46,,NA,59
302,111,,WM-10,ACLE-7,Warming,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
303,111,,WM-10,ACLE-7,Warming,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
305,111,,WM-10,ACLE-7,Warming,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
1376,111,,WM-10,ACLE-7,Warming,,,,,No,46,NA,,NA,,,Done,46,,NA,59
1377,111,,WM-10,ACLE-7,Warming,,,,,No,46,NA,,NA,,,Done,46,,NA,59
356,128,20-Jul-17,WM-7,FETH-4,Control,14-Jul-17,opaque,,,Yes,46,Archived,,NA,,,Done,46,,NA,59
357,128,,WM-7,FETH-4,Control,14-Jul-17,,,,No,46,NA,,NA,,,Done,46,,NA,59
374,137,20-Jul-17,WM-8,ACLE-1,Warming,14-Jul-17,"opaque, orange tinge",,,Yes,46,Find,,NA,,,Done,46,,NA,59
107,49,18-Jul-17,WM-1,FETH-1,Control,12-Jul-17,opaque,,,Yes,47,Archived,,Sequenced,4,find_3,Done,,,59,59
1350,49,,WM-1,FETH-1,Control,,,,,No,47,NA,,NA,,,Done,,,NA,59
108,49,,WM-1,FETH-1,Control,12-Jul-17,,,,No,47,NA,,NA,,,Done,,,NA,59
111,49,,WM-1,FETH-1,Control,12-Jul-17,,,,No,47,NA,,NA,,,Done,,,NA,59
112,49,,WM-1,FETH-1,Control,12-Jul-17,,,,No,47,NA,,NA,,,Done,,,NA,59
1351,49,,WM-1,FETH-1,Control,,,,,No,47,NA,,NA,,,Done,,,NA,59
1352,49,,WM-1,FETH-1,Control,,,,,No,47,NA,,NA,,,Done,,,NA,59
109,49,,WM-1,FETH-1,Control,12-Jul-17,,,,No,47,NA,,NA,,,Done,,,NA,59
1353,49,,WM-1,FETH-1,Control,,,,,No,47,NA,,NA,,,Done,,Shipped in Plate 4,NA,59
459,190,22-Jul-17,TR-L,ELTR,ELEV,17-Jul-17,"yellow, white ??""ell",,,Yes,48,Archived,,Sequenced,2,find,Done,48,,59,59
504,211,22-Jul-17,TR-H,ELTR,ELEV,17-Jul-17,orange hue,,,Yes,49,Find,,Sequenced,,,Done,49,Shipped in Plate 4,59,59
432,172,21-Jul-17,WM-3,FETH-2,Control,17-Jul-17,opaque,,,Yes,50,Archived,,Sequenced,,,Done,50,,59,59
442,178,21-Jul-17,WM-3,POPR-4,Control,17-Jul-17,opaque,,,Yes,50,Archived,,Sequenced,,,Done,50,,59,59
39,24,18-Jul-17,WG-L,ACLE,ELEV,11-Jul-17,white with pink tinge,,,Yes,50,Archived,,NA,,,Done,50,extracted jan26,NA,59
205,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
207,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,Shipped in Plate 4,NA,59
203,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
204,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
206,76,19-Jul-17,WM-2,ACLE-3,Warming,13-Jul-17,"opaque, yellow tinge, black ends",,,Yes,50,Archived,,NA,,,Done,50,,NA,59
208,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
209,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
210,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
211,76,,WM-2,ACLE-3,Warming,13-Jul-17,,,,No,50,NA,,NA,,,Done,50,,NA,59
1614,76,,WM-8,ACLE-3,Warming,,,,,No,50,NA,,NA,,,Done,50,,NA,59
1615,76,,WM-8,ACLE-3,Warming,,,,,No,50,NA,,NA,,,Done,50,,NA,59
1616,76,,WM-8,ACLE-3,Warming,,,,,No,50,NA,,NA,,,Done,50,,NA,59
1401,172,,WM-3,FETH-5,Control,,,,,No,50,NA,,NA,,,Done,50,extracted jan26,NA,59
1403,172,,WM-3,FETH-5,Control,,,,,No,50,NA,,NA,,,Done,50,Shipped in Plate 4,NA,59
1276,206,,WG-L,POLE,ELEV,,,,,No,50,NA,,NA,,,Done,50,Retry Jan 22nd,NA,59
490,206,22-Jul-17,TR-H,FESA,ELEV,17-Jul-17,yellow hue,,,Yes,50,Archived,,NA,,,Done,50,,NA,59
513,217,22-Jul-17,WM-6,POPR-4,Warming,18-Jul-17,yellow hue,,,Yes,50,Archived,,NA,,,Done,50,,NA,59
1656,217,,WM-6,POPR-4,Warming,,,,,No,50,NA,,NA,,,Done,50,,NA,59
1657,217,,WM-6,POPR-4,Warming,,,,,No,50,NA,,NA,,,Done,50,,NA,59
539,229,22-Jul-17,WM-5,POPR-6,Control,18-Jul-17,yellow hue,,,Yes,50,Archived,,NA,,,Done,50,,NA,59
540,229,,WM-5,POPR-6,Control,,,,,No,50,NA,,NA,,,Done,50,,NA,59
1345,229,,WM-1,POPR-1,Control,,,,,No,50,NA,,NA,,,Done,50,,NA,59
1346,229,,WM-1,POPR-1,Control,,,,,No,50,NA,,NA,,,Done,50,Shipped in Plate 4,NA,59
547,232,22-Jul-17,WM-5,ACLE-2,Control,18-Jul-17,yellow hue,,,Yes,50,Archived,,NA,,,Done,50,,NA,59
553,236,22-Jul-17,WM-6,ACLE-4,Warming,18-Jul-17,yellowy hue,,,Yes,50,Archived,,NA,,,Done,50,,NA,59
554,236,,WM-6,ACLE-4,Warming,,,,,No,50,NA,,NA,,,Done,50,,NA,59
220,80,19-Jul-17,WM-1,ACLE-2,Control,13-Jul-17,red-orange,,,Yes,51,Find,,Sequenced,3,find,Done,51,,59,59
221,80,,WM-1,ACLE-2,Control,13-Jul-17,,,,No,51,NA,,NA,,,Done,51,,NA,59
559,80,,ER-L,ACLE,ELEV,,,,,No,51,NA,,NA,,,Done,51,,NA,59
560,80,,ER-L,ACLE,ELEV,,,,,No,51,NA,,NA,,,Done,51,,NA,59
139,58,19-Jul-17,WM-1,ACLE-6,Control,13-Jul-17,"yellowish, clear & webby",,,Yes,52,Archived,,Sequenced,2 also in plate 5,find_3,Done,52,,59,59
140,58,,WM-1,ACLE-6,Control,13-Jul-17,,,,No,52,NA,,NA,,,Done,52,,NA,59
141,58,,WM-1,ACLE-6,Control,13-Jul-17,,,,No,52,NA,,NA,,,Done,52,,NA,59
142,58,,WM-1,ACLE-6,Control,13-Jul-17,,,,No,52,NA,,NA,,,Done,52,,NA,59
143,58,,WM-1,ACLE-6,Control,13-Jul-17,,,,No,52,NA,,NA,,,Done,52,,NA,59
16,12,18-Jul-17,WG-L,POPR,ELEV,11-Jul-17,orangey yellow,,,Yes,53,Find,,Sequenced,,,Done,53,,59,59
242,86,20-Jul-17,WM-9,ACLE-6,Control,14-Jul-17,orange opaque,,,Yes,53,Find,,Sequenced,4,find_2,Done,53,,59,59
20,12,,WG-L,POPR,ELEV,11-Jul-17,,,,No,53,NA,,NA,,,Done,53,,NA,59
19,12,,WG-L,POPR,ELEV,11-Jul-17,,,,No,53,NA,,NA,,,Done,53,,NA,59
1228,12,,WG-L,POPR,ELEV,,,,,No,53,NA,,NA,,,Done,53,,NA,59
1244,12,,WG-L,FESA,ELEV,,,,,No,53,NA,,NA,,,Done,53,,NA,59
254,92,20-Jul-17,WM-9,FETH-2,Control,14-Jul-17,yellow opaque,,,Yes,53,Find,,DNA failed,,,Done,53,Shipped in Plate 4,NA,59
530,225,22-Jul-17,WM-5,POPR-2,Control,18-Jul-17,black center,,,Yes,54,Find,ITS1-FL in SP Plate 2,Sequenced,,,Done,54,,59,59
535,226,22-Jul-17,WM-5,POPR-2,Control,18-Jul-17,yellow hue,,,Yes,54,Find,ITS1-FL in SP Plate 2,Sequenced,,,Done,54,,59,59
416,164,,WM-3,ACLE-5,Control,17-Jul-17,,,,No,54,NA,,NA,,,Done,54,,NA,59
417,164,21-Jul-17,WM-3,ACLE-5,Control,17-Jul-17,"opaque, yellow tinge",,,Yes,54,Archived,,NA,,,Done,54,,NA,59
418,164,,WM-3,ACLE-5,Control,17-Jul-17,,,,No,54,NA,,NA,,,Done,54,,NA,59
531,225,,WM-5,POPR-2,Control,,,,,No,54,NA,,NA,,,Done,54,,NA,59
532,225,,WM-5,POPR-2,Control,,,,,No,54,NA,,NA,,,Done,54,,NA,59
533,225,,WM-5,POPR-2,Control,,,,,No,54,NA,,NA,,,Done,54,,NA,59
534,225,,WM-5,POPR-2,Control,,,,,No,54,NA,,NA,,,Done,54,,NA,59
480,200,22-Jul-17,TR-L,POLE,ELEV,17-Jul-17,"red-orange, pinkish",,,Yes,55,Find,,Sequenced,3,,Done,55,,59,59
436,175,21-Jul-17,WM-4,FETH-4,Warming,17-Jul-17,"opaque, orange tinge",,,No,55,NA,,NA,,,Done,55,,NA,59
1099,175,,WG-H,POPR,ELEV,,,,,No,55,NA,,NA,,,Done,55,,NA,59
1369,175,,WM-3,FETH-4,Control,,,,,No,55,NA,,NA,,,Done,55,,NA,59
1370,175,,WM-3,FETH-4,Control,,,,,No,55,NA,,NA,,,Done,55,,NA,59
1371,175,,WM-3,FETH-4,Control,,,,,No,55,NA,,NA,,,Done,55,,NA,59
1373,175,,WM-3,FETH-4,Control,,,,,No,55,NA,,NA,,,Done,55,,NA,59
1397,175,,WM-3,FETH-5,Control,,,,,No,55,NA,,NA,,,Done,55,,NA,59
1372,175,,WM-3,FETH-4,Control,,,,,No,55,NA,,NA,,,Done,55,Shipped in Plate 4,NA,59
482,200,,TR-L,POLE,ELEV,,,,,No,55,NA,,NA,,,Done,55,Retry Jan 22nd,NA,59
483,200,,TR-L,POLE,ELEV,,,,,No,55,NA,,NA,,,Done,55,,NA,59
481,200,,TR-L,POLE,ELEV,,,,,No,55,NA,,NA,,,Done,55,,NA,59
150,63,19-Jul-17,WM-2,ACLE-2,Warming,13-Jul-17,"opaque, orange tinge",,,Yes,56,Find,,Sequenced,,,Done,56,,59,59
851,330,,ER-L,ELTR,ELEV,,,,,No,56,Find,,Sequenced,ITS1-FL in SP Plate 2,,Done,56,,59,59
1227,13,,WG-L,POPR,ELEV,,,,,No,56,NA,,NA,,,Done,56,,NA,59
17,13,18-Jul-17,WG-L,POPR,ELEV,11-Jul-17,white + odd black spot,,,Yes,56,Find,,NA,,,Done,56,shipped in Plate 4,NA,59
30,20,18-Jul-17,WG-H,ACLE,ELEV,11-Jul-17,pinkish,clear,,Yes,56,Archived,,NA,,,Done,56,,NA,59
31,20,,WG-H,ACLE,ELEV,11-Jul-17,,,,No,56,NA,,NA,,,Done,56,,NA,59
41,26,18-Jul-17,WG-H,POPR,ELEV,11-Jul-17,"white, no black",,,Yes,56,Find,,NA,,,Done,56,shipped in Plate 4,NA,59
146,61,19-Jul-17,WM-2,POPR-3,Warming,13-Jul-17,"opaque, orange tinge",,,Yes,56,Archived,,NA,,,Done,56,,NA,59
152,63,,WM-2,ACLE-2,Warming,13-Jul-17,,,,No,56,NA,,NA,,,Done,56,,NA,59
151,63,,WM-2,ACLE-2,Warming,13-Jul-17,,,,No,56,NA,,NA,,,Done,56,,NA,59
153,63,,WM-2,ACLE-2,Warming,13-Jul-17,,,,No,56,NA,,NA,,,Done,56,,NA,59
1506,63,,WM-2,ACLE-2,Warming,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1511,63,,WM-2,ACLE-2,Warming,,,,,No,56,NA,,NA,,,Done,56,,NA,59
274,101,20-Jul-17,WM-10,ACLE-2,Warming,14-Jul-17,"black, orange",,,Yes,56,Find,,NA,,,Done,56,,NA,59
1294,101,,WM-10,ACLE-2,Warming,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1301,101,,WM-10,ACLE-2,Warming,,,,,No,56,NA,,NA,,,Done,56,,NA,59
334,118,20-Jul-17,WM-10,ACLE-3,Warming,14-Jul-17,yellow opaque,,,Yes,56,Find,,NA,,,Done,56,,NA,59
342,121,20-Jul-17,WM-10,POPR-5,Warming,14-Jul-17,orange/yellow opaque,,,Yes,56,Find,,NA,,,Done,56,,NA,59
1590,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
355,127,20-Jul-17,WM-7,FETH-3,Control,14-Jul-17,opaque,,,Yes,56,Find,,NA,,,Done,56,,NA,59
1586,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1587,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1588,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1589,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1591,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
1592,127,,WM-7,FETH-3,Control,,,,,No,56,NA,,NA,,,Done,56,,NA,59
437,176,21-Jul-17,WM-4,FETH-7,Warming,17-Jul-17,opaque,,,Yes,56,Archived,,NA,,,Done,56,,NA,59
